Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Cluster_ID
5,0,0.546043972,0.617804187,0.600567482,0.597716888,0.597716888,0.998991619,0.797579955,0.809485476,0.303809972,0.78176015,4310000000.0,119000000.0,0.460547042,0.000473047,0.051624658,0.251401121,0.251401121,0.251401121,0.286470644,0.313043786,0.082596004,0.107157398,0.237930255,0.022464374,0.850147398,0.690016669,0.690016669,0.217663289,0.000116426,0.000632668,0.265075258,0.372182482,0.009102624,0.008920918,0.630840331,0.009487593,0.150799649,0.849200351,0.012930045,0.374047996,0.008192576,0.107153908,0.228504638,0.401456011,0.166416792,0.00089071,0.007100253,0.022114028,0.003102397,0.046290323,0.165941571,0.409126885,0.006828284,0.801489165,0.569354256,0.546472932,0.039790091,0.009223698,0.001876815,0.112269325,0.338860539,0.276977594,4460000000.0,0.705312023,0.736202503,0.332212354,0.008391717,0.954352652,0.0030141,0.00849879,0.000158532,0.00017177,0.593954664,3240000000.0,0.671573538,0.022059583,0.705312023,0.332212354,0.119737457,0.644901157,0.459607858,0.555845046,0.314940614,0.031998765,0,0.834985182,0.003545569,0.624558678,0.597712991,0.843722636,0.281659828,0.026861466,0.565472731,1,0.024103248,4
18,0,0.573879979,0.614751417,0.635205311,0.622176739,0.622176739,0.999410709,0.797939363,0.809813313,0.303561264,0.782104292,1630000000.0,107000000.0,0.473210706,0.000549055,0.023686608,0.23252286,0.23252286,0.23252286,0.262078094,0.34565325,0.019828486,0.136796678,0.212397379,0.022323,0.848245544,0.689896407,0.689907977,0.217649624,0.00011031,0.000613454,0.265190262,0.390801386,0.006597795,0.006007583,0.630962932,0.006611404,0.124134595,0.875865405,0.005005601,0.3747,0.005365848,0.136759653,0.208913355,0.395739413,0.053973013,0.001235632,0.005115769,0.000125535,3710000000.0,0.019354839,0.041334841,0.453924606,0.174156217,0.757458741,0.241130982,0.259739495,0.178137294,0.005993114,0.012790541,0.073588029,0.360642904,0.27753778,0.00191787,0.556052078,0.732409803,0.329526532,0.022383265,0.944833429,0.004167573,0.003248308,0.000235791,0.000224694,0.593931018,0.000434664,0.67165732,0.753413468,0.556052078,0.329526532,0.120514753,0.688009274,0.468477677,0.645362153,0.321811058,0.043723375,0,0.832858821,0.133315621,0.623744971,0.622177679,0.842987656,0.279573863,0.026897208,0.56561795,1,0.030017443,4
21,0,0.534490323,0.596216747,0.588521869,0.60472189,0.60472189,0.999116064,0.797545923,0.809463733,0.303490205,0.781733764,311000000.0,52600000.0,0.457797573,0.000312031,0.0,0.368968859,0.368968859,0.368968859,0.335539378,0.29369739,0.160488225,0.211464864,0.265797997,0.022426921,0.848331045,0.690255117,0.690255117,0.217693331,0.000137244,0.000515208,0.265145193,0.371241757,0.012242708,0.002094856,0.631029712,0.014962748,0.184055386,0.815944614,0.005344392,0.38485024,0.005365848,0.211124139,0.264693462,0.398714938,0.136431784,0.004173557,0.001514835,0.000144833,0.000201985,0.042096774,0.048631817,0.417120825,0.041472293,0.807811536,0.314554525,0.409579058,0.034877013,0.009121602,0.002915152,0.063147523,0.337089074,0.277233793,0.008410339,0.318988566,0.738143081,0.330573752,0.031087451,0.940443829,0.002993884,0.005962735,0.000152812,0.00012044,0.593972501,3650000000.0,0.671583009,0.355805712,0.318988566,0.330573752,0.142654353,0.656180293,0.461119554,0.543490195,0.31781687,0.023914811,0,0.822636855,0.020846228,0.617242375,0.604721489,0.843293491,0.285630629,0.026930216,0.565744352,1,0.019072682,4
24,0,0.573441232,0.640263846,0.630172921,0.61507805,0.61507805,0.999164362,0.797627821,0.809526878,0.303532502,0.781802958,0.00014894,7590000000.0,0.483022571,0.000206021,0.057293248,0.216678606,0.216678606,0.216678606,0.263496265,0.33631605,0.046175719,0.138995196,0.212096106,0.022114067,0.848052463,0.689485933,0.689485933,0.217603974,7900000000.0,0.000513736,0.264372023,0.387317909,0.026037984,0.020011554,0.630648895,0.002567961,0.064697524,0.935302476,0.005490304,0.370720873,0.005365848,0.139015096,0.21019531,0.398760488,0.176911544,0.001574468,0.004015934,0.000120185,0.000273852,0.034354839,0.016738393,0.403292553,0.008011451,0.877622489,0.508785069,0.601386245,0.297623428,0.021240547,0.035763211,0.043779242,0.381304992,0.277097829,0.012731027,0.619762317,0.738656309,0.327659973,0.003959522,0.958700234,0.002577927,0.028871918,0.00014091,0.000123057,0.593996319,0.000198027,0.671604599,0.313838003,0.619762317,0.327659973,0.113813612,0.70573801,0.483121698,0.65288653,0.322087784,0.011231663,0,0.854773018,0.001388228,0.624155153,0.615077116,0.843540311,0.276641576,0.026801885,0.565209038,1,0.059613817,4
27,0,0.579973675,0.624781945,0.617538412,0.606538001,0.606538001,0.999108207,0.797582998,0.809462431,0.303571416,0.781725203,6810000000.0,221000000.0,0.47125974,0.000371037,0.185747545,0.2218617,0.2218617,0.2218617,0.262834452,0.336245314,0.067607423,0.141682273,0.219326655,0.022103748,0.848050663,0.689521366,0.689522145,0.21760258,7810000000.0,0.000482518,0.264424086,0.382819195,0.009601842,0.0038466,0.630741702,0.004334346,0.095020709,0.904979291,0.005169755,0.372784248,0.005365848,0.141677659,0.218414901,0.399277621,0.212893553,0.004281091,0.001477263,0.000103179,0.000251914,0.042580645,0.097545643,0.439904118,0.055762742,0.793066658,0.201186009,0.413401414,0.028794703,0.004541723,0.001882861,0.08085137,0.364352071,0.277685464,0.013414752,0.796257314,0.734509132,0.329326283,0.003299428,0.959907566,0.002771273,0.015823294,7430000000.0,3480000000.0,0.593937239,1590000000.0,0.671568881,0.451885493,0.796257314,0.329326283,0.112839675,0.634921935,0.457161142,0.6386474,0.313464046,0.030372225,0,0.846106942,0.018713611,0.623510294,0.606535197,0.843470672,0.277922667,0.026811144,0.565251929,1,0.040096534,4
41,0,0.58518988,0.641681204,0.62680015,0.606228109,0.606228109,0.999057828,0.797579263,0.80946178,0.303670029,0.781726466,0.000113555,4890000000.0,0.471211092,0.00010401,0.175118939,0.222999452,0.222999452,0.222999452,0.287321547,0.348199759,0.100972518,0.140949434,0.243579122,0.022118508,0.84806585,0.689400555,0.689400555,0.217593428,0.000105667,0.000492075,0.26395319,0.390233225,0.009573761,0.008400635,0.630633484,0.009364484,0.14983221,0.85016779,0.005768084,0.372927398,0.006033684,0.140944843,0.241444838,0.399771979,0.254872564,0.001915332,0.00330292,0.000591562,0.000863164,0.059354839,0.023994242,0.399708283,0.004701206,0.799880065,0.456611612,0.482986453,0.033987532,0.008793932,0.001901457,0.094579424,0.358417434,0.2771013,0.002368751,0.595911085,0.736039873,0.331229488,0.007982246,0.957379462,0.002562918,0.027612405,8160000000.0,8220000000.0,0.593938981,1740000000.0,0.671575085,0.166857543,0.595911085,0.331229488,0.118298566,0.649968367,0.460472123,0.650729247,0.315893815,0.030458903,0,0.849780378,0.004367607,0.623896243,0.606226286,0.845084804,0.281570453,0.026796582,0.565184132,1,0.024283207,4
42,0,0.599083508,0.64745966,0.642914503,0.61664913,0.616692371,0.999249983,0.797918889,0.809748474,0.303861696,0.782046046,8920000000.0,3680000000.0,0.472665509,0.000148015,0.130782468,0.215877966,0.215877966,0.215877966,0.27588163,0.335962368,0.028661313,0.13386532,0.226406568,0.022176031,0.848127105,0.689687217,0.689687217,0.217627896,8070000000.0,0.000509169,0.264828931,0.38344324,0.010806831,0.009204142,0.630660539,0.004832253,0.102185809,0.897814191,0.005768585,0.372713791,0.005695501,0.133820249,0.224605987,0.398204503,0.092953523,0.000730423,0.008667176,0.00014254,0.00022241,0.024677419,0.016867647,0.408199724,0.00957914,0.799915895,0.362248449,0.404914975,0.04024462,0.009383964,0.003012502,0.070567032,0.362707641,0.27713542,0.004027521,0.64571648,0.735037238,0.329027457,0.005465615,0.952830225,0.003155396,0.011445735,0.000185886,0.000171175,0.593975044,5090000000.0,0.671577671,0.195712392,0.64571648,0.329027457,0.114141005,0.648420717,0.460626314,0.638484204,0.315349825,0.027045169,0,0.857985872,0.02090308,0.625111534,0.616645909,0.844438616,0.278283916,0.02680421,0.565219879,1,0.037101874,4
68,0,0.566616292,0.636066289,0.62150008,0.600224852,0.600210438,0.999041305,0.797602781,0.809502011,0.303745681,0.781773484,3350000000.0,1310000000.0,0.461986362,870000000.0,0.069440227,0.263789979,0.263789979,0.263789979,0.283256122,0.318985641,0.073914424,0.123035583,0.233185208,0.022063608,0.848004819,0.689460484,0.689460484,0.2176003,9270000000.0,0.000611532,0.264246917,0.370785366,0.016881695,0.015552966,0.63062458,0.002898075,0.071046346,0.928953654,0.007530926,0.370465887,0.006540655,0.123007149,0.228293492,0.401782903,0.193403298,0.00067767,0.00932127,0.00026177,0.001191484,0.038870968,0.023603543,0.398283621,0.00268687,0.869056562,0.638963584,0.672856872,0.188729593,0.015484157,0.013240095,0.075327726,0.342423357,0.277045107,0.003959926,0.98185659,0.738377488,0.328799529,5540000000.0,0.951413131,0.003208826,0.009353145,0.000154565,0.000152085,0.593988761,0.000122206,0.671585513,0.076698852,0.98185659,0.328799529,0.110979516,0.669333947,0.468458783,0.568754266,0.317816501,0.017377663,0,0.849576191,0.014224984,0.626337718,0.600223226,0.843320141,0.276880796,0.026794695,0.56517521,1,0.054242994,4
123,0,0.52576415,0.596325774,0.581133894,0.599050145,0.599230315,0.999005369,0.797613987,0.809516853,0.303840668,0.781786957,5370000000.0,312000000.0,0.461020105,0.00029603,0.046664642,0.265981206,0.265981206,0.265981206,0.261132646,0.316828181,0.047098326,0.105040306,0.209610605,0.022078447,0.848007713,0.689449664,0.689449693,0.217598784,6810000000.0,0.000471563,0.264102385,0.369360307,0.01397874,0.013135584,0.630616361,0.002455795,0.062490552,0.937509448,0.008340767,0.369718822,0.005409111,0.1050206,0.208687128,0.400416386,0.110944528,0.000419993,0.015060393,0.000318137,0.000877537,0.024677419,0.02277808,0.395332534,0.003204792,0.827844804,0.484401184,0.494741417,0.103354173,0.013243457,0.008165108,0.066838157,0.339571455,0.277029248,0.00225287,0.98346212,0.735977233,0.328418985,0.0,0.950183759,0.002884997,0.009791564,0.000177265,0.000179402,0.593988939,0.000102809,0.671542204,0.061715026,0.98346212,0.328418985,0.110933234,0.603790102,0.443919406,0.562276819,0.309923524,0.020970863,0,0.833514856,0.015226825,0.625342576,0.599048203,0.842254304,0.276560449,0.026792318,0.565163927,1,0.06174572,4
127,0,0.552966412,0.638410379,0.617752556,0.612714222,0.611993543,0.999135245,0.798046162,0.809956009,0.304324308,0.782181064,0.000128588,896000000.0,0.478449628,0.0,0.0,0.317685728,0.317685728,0.317685728,0.301692351,0.333840277,0.031777001,0.121081345,0.246139941,0.022115427,0.84804391,0.689364776,0.689364776,0.217588603,5980000000.0,0.000471413,0.263782238,0.374837003,0.020162184,0.017116934,0.630612252,0.001056913,0.030534813,0.969465187,0.005691833,0.369753491,0.005365848,0.121028547,0.245230375,0.395263812,0.059970015,0.000722307,0.008750859,0.00026177,0.000141465,0.016612903,0.017396413,0.4020488,0.018430254,0.805668935,0.268962172,0.282971472,0.093497486,0.018513802,0.018312665,0.026674078,0.379551924,0.277037736,0.004606843,0.755426875,0.734465586,0.326963477,0.0,0.967944738,0.003261942,0.010755998,0.000183383,0.000179989,0.594009313,0.000166032,0.671543173,0.260294082,0.755426875,0.326963477,0.110933234,0.621710989,0.443343289,0.607278766,0.312349985,0.014543302,0,0.860961695,0.005874802,0.625288783,0.612709795,0.843414128,0.275545867,0.02679116,0.56515841,1,0.122196784,4
